id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,Lat,Lon,location,geometry,index_right,pri_neigh,sec_neigh,shape_area,shape_len
12285050,JE130933,2021-02-03 06:15:00,044XX S CALUMET AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,215,2,3,38,3,1179175.0,1875641.0,2021,2021-02-10T15:49:30.000,41.814049574,-87.618283699,"
,  
(41.814049574, -87.618283699)",POINT (-87.618283699 41.814049574),0.0,Grand Boulevard,BRONZEVILLE,48492503.1554,28196.837157
12285440,JE131853,2021-02-03 23:16:00,018XX S AVERS AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,1014,10,24,29,3,1151029.0,1890763.0,2021,2021-02-10T15:49:30.000,41.856142597,-87.721131081,"
,  
(41.856142597, -87.721131081)",POINT (-87.721131081 41.856142597),6.0,North Lawndale,NORTH LAWNDALE,89487422.0244,44959.459663
12285095,JE131201,2021-02-03 12:15:00,014XX S SAWYER AVE,325,ROBBERY,VEHICULAR HIJACKING,VEHICLE NON-COMMERCIAL,False,False,1022,10,24,29,3,1154928.0,1892932.0,2021,2021-02-10T15:49:30.000,41.862017398,-87.706761584,"
,  
(41.862017398, -87.706761584)",POINT (-87.706761584 41.862017398),6.0,North Lawndale,NORTH LAWNDALE,89487422.0244,44959.459663
12285476,JE131800,2021-02-03 21:27:00,004XX W 46TH ST,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,SIDEWALK,False,False,925,9,11,61,3,1174012.0,1874448.0,2021,2021-02-10T15:49:30.000,41.810892197,-87.637257377,"
,  
(41.810892197, -87.637257377)",POINT (-87.637257377 41.810892197),18.0,New City,BACK OF THE YARDS,134636963.254,48133.595961
12285535,JE131927,2021-02-03 18:00:00,0000X E 46TH ST,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,215,2,3,38,3,1177266.0,1874537.0,2021,2021-02-10T15:49:30.000,41.811063477,-87.625319391,"
,  
(41.811063477, -87.625319391)",POINT (-87.625319391 41.811063477),0.0,Grand Boulevard,BRONZEVILLE,48492503.1554,28196.837157
12286028,JE132641,2021-02-04 18:20:00,025XX W HARRISON ST,325,ROBBERY,VEHICULAR HIJACKING,STREET,False,False,1135,11,28,28,3,1159624.0,1897281.0,2021,2021-02-11T15:47:49.000,41.873856141,-87.689403499,"
,  
(41.873856141, -87.689403499)",POINT (-87.689403499 41.873856141),46.0,"Little Italy, UIC","LITTLE ITALY, UIC",71376244.1225,36568.464289
12286205,JE132729,2021-02-04 20:17:00,032XX S LOWE AVE,325,ROBBERY,VEHICULAR HIJACKING,STREET,False,False,915,9,11,60,3,1172493.0,1883450.0,2021,2021-02-11T15:47:49.000,41.835628152,-87.642563444,"
,  
(41.835628152, -87.642563444)",POINT (-87.642563444 41.835628152),83.0,Bridgeport,BRIDGEPORT,58291519.276,32732.718327
12285960,JE132475,2021-02-04 15:48:00,008XX W ARMITAGE AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,SIDEWALK,False,False,1812,18,43,7,3,1170408.0,1913512.0,2021,2021-02-11T15:47:49.000,41.91816619,-87.649334879,"
,  
(41.91816619, -87.649334879)",POINT (-87.649334879 41.91816619),35.0,Lincoln Park,LINCOLN PARK,67401451.3717,61856.516472
12286297,JE132824,2021-02-04 23:15:00,020XX W AUGUSTA BLVD,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,1212,12,2,24,3,1162627.0,1906662.0,2021,2021-02-11T15:47:49.000,41.899536033,-87.678114931,"
,  
(41.899536033, -87.678114931)",POINT (-87.678114931 41.899536033),89.0,Ukrainian Village,UKRAINIAN VILLAGE AND EAST VILLAGE,10622385.5776,13311.469796
12286135,JE132623,2021-02-04 18:07:00,022XX W DIVISION ST,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1424,14,1,24,3,1161099.0,1907941.0,2021,2021-02-11T15:47:49.000,41.903077596,-87.683691691,"
,  
(41.903077596, -87.683691691)",POINT (-87.683691691 41.903077596),89.0,Ukrainian Village,UKRAINIAN VILLAGE AND EAST VILLAGE,10622385.5776,13311.469796
12286245,JE132791,2021-02-04 22:00:00,001XX N LAMON AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,1532,15,28,25,3,1143683.0,1900767.0,2021,2021-02-11T15:47:49.000,41.883735408,-87.747844488,"
,  
(41.883735408, -87.747844488)",POINT (-87.747844488 41.883735408),94.0,Austin,AUSTIN,170037750.826,55473.345911
12286050,JE132642,2021-02-04 17:30:00,002XX S WHIPPLE ST,325,ROBBERY,VEHICULAR HIJACKING,STREET,False,False,1124,11,28,27,3,1156082.0,1898751.0,2021,2021-02-11T15:47:49.000,41.87796215,-87.702368399,"
,  
(41.87796215, -87.702368399)",POINT (-87.702368399 41.87796215),5.0,Garfield Park,GARFIELD PARK,89976069.5947,44460.91922
